N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO _PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO;;;;;;;;;
513;PE;11988;PNSU;218650;2160477;MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE SAN JUAN DE CCARHUACC, DISTRITO DE YAULI - HUANCAVELICA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE YAULI;HUANCAVELICA;HUANCAVELICA;YAULI;2269;3266301.18;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
514;PE;11989;PNSU;169675;2140718;MEJORAMIENTO, CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE HUAYACUNDO ARMA, DISTRITO DE HUAYACUNDO ARMA - HUAYTARA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE HUAYACUNDO ARMA;HUANCAVELICA;HUAYTARA;HUAYACUNDO ARMA;451;2279422;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
515;PE;11990;PNSU;72757;2069808;AMPLIACION , MEJORAMIENTO Y RECONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO, CON PLANTA DE TRATAMIENTO DE LAS AGUAS RESIDUALES DEL DISTRITO DE SANTIAGO DE CHOCORVOS , PROVINCIA DE HUAYTARA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHOCORVOS;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;1935;3719509.96;Transferencia;Indirecta;OBRA (SALDO);Concluido;;;;;;;;;
516;PE;11991;PNSU;18705;2227298;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO INTEGRAL DE LA LOCALIDAD DE ACOSTAMBO;MUNICIPALIDAD PROVINCIAL DE TAYACAJA;HUANCAVELICA;TAYACAJA;ACOSTAMBO;1932;1187886;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
517;PE;11992;PNSU;91184;2076561;RECONSTRUCCION DEL SISTEMA DE AGUA POTABLE CON CAPTACION VERTICAL SUBTERRANEA Y DEL SISTEMA DE ALCANTARILLADO CON PLANTA DE TRATAMIENTO DE SUS AGUAS RESIDUALES EN EL DISTRITO DE AHUAYCHA - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE AHUAYCHA;HUANCAVELICA;TAYACAJA;AHUAYCHA;2400;7684830;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
518;PE;11993;PNSU;91182;2076560;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO CON PLANTA DE TRATAMIENTO DE SUS AGUAS RESIDUALES DE LA LOCALIDAD DE SAN MIGUEL DE HUALLHUA, DISTRITO DE AHUAYCHA - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE AHUAYCHA;HUANCAVELICA;TAYACAJA;AHUAYCHA;2050;5188477.96;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
519;PE;11994;PNSU;50124;2054303;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE DESAGUE - COMUNIDAD LOS NOGALES DISTRITO DE COLCABAMBA, PROVINCIA DE TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE COLCABAMBA;HUANCAVELICA;TAYACAJA;COLCABAMBA;912;410094;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
520;PE;11995;PNSU;190132;2204202;AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y DESAGUE EN LA LOCALIDAD DE COLCABAMBA, DISTRITO DE COLCABAMBA - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE COLCABAMBA;HUANCAVELICA;TAYACAJA;COLCABAMBA;2698;8879341.36;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
521;PE;11996;PNSU;218825;2204355;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD MARISCAL CÁCERES - PUEBLO NUEVO - PAMPA BLANCA DEL DISTRITO DE DANIEL HERNANDEZ, PROVINCIA DE TAYACAJA - HUANCAVELICA;MUNICIPALIDAD PROVINCIAL DE TAYACAJA;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;5443;9969246.39;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
522;PE;11997;PNSU;8419;2229807;MEJORAMIENTO Y AMPLIACION DE LA RED DE DESAGUE PLUVIAL DE PAMPAS;MUNICIPALIDAD PROVINCIAL DE TAYACAJA;HUANCAVELICA;TAYACAJA;PAMPAS;8788;1408174;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
523;PE;11998;PNSU;177321;2142382;MEJORAMIENTO DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE, CONS TRUCCION DEL SISTEMA DE DESAGÜE Y CONSTRUCCION DE LETRINAS EN DIEZ COMUNIDADES CAMPESINAS DEL DISTRITO DE PAMPAS, PROVINCIA DE TAYACAJA - HUANCAVELICA;MUNICIPALIDAD PROVINCIAL DE TAYACAJA;HUANCAVELICA;TAYACAJA;PAMPAS;3185;4508212.4;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
524;PE;11999;PNSU;182951;2145159;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA CIUDAD DE PAMPAS, DISTRITO DE PAMPAS, PROVINCIA DE TAYACAJA - HUANCAVELICA;MUNICIPALIDAD PROVINCIAL DE TAYACAJA;HUANCAVELICA;TAYACAJA;PAMPAS;6175;16607372.02;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
525;PE;12000;PNSU;26670;2028854;SANEAMIENTO BASICO AGUA Y DESAGUE DEL CENTRO POBLADO MENOR DE TUCUMA;GOBIERNO REGIONAL HUANCAVELICA;HUANCAVELICA;TAYACAJA;PAMPAS;1483;494174;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
526;PE;12001;PNSU;10343;2225729;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE PAZOS;MUNICIPALIDAD DISTRITAL DE PAZOS;HUANCAVELICA;TAYACAJA;PAZOS;2017;1490007;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
527;PE;12002;PNSU;18719;2232276;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DE ALCANTARILLADO DEL CENTRO POBLADO DE SAN PEDRO DE MULLACA DEL DISTRITO DE PAZOS;MUNICIPALIDAD DISTRITAL DE PAZOS;HUANCAVELICA;TAYACAJA;PAZOS;983;836069;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
528;PE;12003;PNSU;374045;2334916;MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN LA LOCALIDAD DE PICHOS, DISTRITO DE PICHOS - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE PICHOS;HUANCAVELICA;TAYACAJA;PICHOS;2445;5413063.6;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
529;PE;12004;PNSU;169054;2135908;AMPLIACION, MEJORAMIENTO DE SISTEMA DE AGUA POTABLE E INSTALACION DE SISTEMA DE ALCANTARILLADO SANITARIO DE LA LOCALIDAD DE SAN ANTONIO, DISTRITO DE SALCAHUASI - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE SALCAHUASI;HUANCAVELICA;TAYACAJA;SALCAHUASI;277;1342644.23;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
530;PE;12005;PNSU;68580;2068328;CONSTRUCCION DE ALCANTARRILLADO SANITARIO COMUNIDAD CAMPESINA DE GILAPATA, DISTRITO DE SAN MARCOS DE ROCCHAC - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE SAN MARCOS ROCCHAC;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;300;249181;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
531;PE;12006;PNSU;111440;2090510;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LA COMUNIDAD CAMPESINA DE TRANCAPAMPA, DISTRITO DE SAN MARCOS DE ROCCHAC - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE SAN MARCOS ROCCHAC;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;280;356743;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
532;PE;12007;PNSU;115676;2090775;CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO EN LA COMUNIDAD CAMPESINA DE PACCHA, DISTRITO DE SAN MARCOS DE ROCCHAC - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE SAN MARCOS ROCCHAC;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;175;250089;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
533;PE;12008;PNSU;145791;2128524;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DE ALCANTARILLADO CON PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DEL CENTRO POBLADO DE VISTA ALEGRE, DISTRITO DE SURCUBAMBA - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE SURCUBAMBA;HUANCAVELICA;TAYACAJA;SURCUBAMBA;582;1307962.37;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
534;PE;12009;PNSU;145785;2128523;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DE ALCANTARILLADO CON PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DEL CENTRO POBLADO DE SACHACOTO, DISTRITO DE SURCUBAMBA - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE SURCUBAMBA;HUANCAVELICA;TAYACAJA;SURCUBAMBA;1416;2056565.86;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
535;PE;12010;PNSU;111754;2104231;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE DESAGUE Y LETRINAS COCHABAMBA GRANDE, DISTRITO DE TINTAY PUNCU - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;1360;2365441.73;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
536;PE;12011;PNSU;115042;2096009;AMPLIACION Y MEJORAMIENTO SANEAMIENTO INTEGRAL AGUA Y DESAGUE DE LA LOCALIDAD DE SUNE, DISTRITO DE TINTAY PUNCU - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;720;860690;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
537;PE;12012;PNSU;4556;2022748;MEJORAMIENTO, REHABILITACION Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE AMBO;GOBIERNO REGIONAL HUANUCO;HUANUCO;AMBO;AMBO;9814;102883583.8;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
538;PE;12013;PNSU;146223;2128517;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE CHAUCHA, DISTRITO DE AMBO, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE AMBO;HUANUCO;AMBO;AMBO;780;2370759.81;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
539;PE;12014;PNSU;266545;2303165;AMPLIACION DEL SERVICIO DE AGUA  POTABLE E INSTALACION DE ALCANTARILLADO EN LA LOCALIDAD DE HUANCAHUASI,DISTRITO DE AMBO, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD PROVINCIAL DE AMBO;HUANUCO;AMBO;AMBO;2120;20844903.84;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
540;PE;12015;PNSU;72976;2069890;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE QUIO - DISTRITO DE CAYNA, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE CAYNA;HUANUCO;AMBO;CAYNA;1162;1684454.17;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
541;PE;12016;PNSU;54436;2054351;MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE COQUIN, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE COLPAS;HUANUCO;AMBO;COLPAS;655;252228;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
542;PE;12017;PNSU;54521;2054352;MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE COLPAS, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE COLPAS;HUANUCO;AMBO;COLPAS;709;367758;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
543;PE;12018;PNSU;70976;2069204;REHABILITACION Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE CONCHAMARCA Y ANEXOS CONCHAMARCA, DISTRITO DE CONCHAMARCA - AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE CONCHAMARCA;HUANUCO;AMBO;CONCHAMARCA;1647;3100000;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
544;PE;12019;PNSU;39475;2054513;MEJORAMIENTO, REHABILITACION Y AMPLIACION DEL SISTEMA DE AGUA POTABLE EN LA LOCALIDAD DE HUACAR, DISTRITO DE HUACAR, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE HUACAR;HUANUCO;AMBO;HUACAR;2279;1882750;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
545;PE;12020;PNSU;63876;2066938;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE ACOCHACÁN, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO;HUANUCO;AMBO;SAN FRANCISCO;405;737019;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
546;PE;12021;PNSU;64041;2066968;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE QUIRCÁN, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO;HUANUCO;AMBO;SAN FRANCISCO;905;1447522;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
547;PE;12022;PNSU;65572;2067395;INSTALACION DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE QUICACAN, DISTRITO DE TOMAY KICHWA - AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE TOMAY KICHWA;HUANUCO;AMBO;TOMAY KICHWA;564;1202300;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
548;PE;12023;PNSU;65568;2067393;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE TOMAYKICHWA, DISTRITO DE TOMAY KICHWA - AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE TOMAY KICHWA;HUANUCO;AMBO;TOMAY KICHWA;3180;3856027.45;Transferencia;Indirecta;OBRA;Convenio Resuelto;;;;;;;;;
549;PE;12024;PNSU;70365;2068987;INSTALACION DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE LAS PAMPAS, DISTRITO DE TOMAY KICHWA - AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE TOMAY KICHWA;HUANUCO;AMBO;TOMAY KICHWA;552;4030699;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
550;PE;12025;PNSU;85266;2074526;INSTALACION DE ALCANTARILLADO Y AMPLIACION DE AGUA POTABLE DE HUANCAN ,, DISTRITO DE CHUQUIS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE CHUQUIS;HUANUCO;DOS DE MAYO;CHUQUIS;1084;2432292.37;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
551;PE;12026;PNSU;5777;2018383;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE LA UNION;GOBIERNO REGIONAL HUANUCO;HUANUCO;DOS DE MAYO;LA UNION;7059;4302154.3;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
552;PE;12027;PNSU;186677;2215627;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE LA UNION, PROVINCIA DE DOS DE MAYO - HUANUCO;GOBIERNO REGIONAL HUANUCO;HUANUCO;DOS DE MAYO;LA UNION;7151;37340771.45;Transferencia;Indirecta;OBRA;En Ejecución;;;;;;;;;
553;PE;12028;PNSU;73767;2070202;INSTALACION DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y LETRINAS DE LA LOCALIDAD DE TANTACOTO TANTACOTO, DISTRITO DE MARIAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE MARIAS;HUANUCO;DOS DE MAYO;MARIAS;530;1040616;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
554;PE;12029;PNSU;71320;2069338;REHABILITACION Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE MARÍAS MARIAS, DISTRITO DE MARIAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE MARIAS;HUANUCO;DOS DE MAYO;MARIAS;1609;4113593.42;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
555;PE;12030;PNSU;18115;2026250;REHABILITACION Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE PACHAS (Componente:Sistema de Alcantarillado;MUNICIPALIDAD DISTRITAL DE PACHAS;HUANUCO;DOS DE MAYO;PACHAS;1930;3627729;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
556;PE;12031;PNSU;351526;2313913;AMPLIACION, MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE CRUZPAMPA, DISTRITO DE PACHAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE PACHAS;HUANUCO;DOS DE MAYO;PACHAS;2035;26798133.9;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
557;PE;12032;PNSU;50406;2064970;CONSTRUCCION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL C.P.M. DE PARAÍSO - CHOLÓN - MARAÑON - HUANUCO, DISTRITO DE QUIVILLA - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE DE CHOLON;HUANUCO;DOS DE MAYO;QUIVILLA;2298;876954;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
558;PE;12033;PNSU;61261;2066019;AMPLIACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN LA LOCALIDAD DE SAN MARTIN DE ROSAPAMPA, DISTRITO DE QUIVILLA - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE QUIVILLA;HUANUCO;DOS DE MAYO;QUIVILLA;248;151239;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
559;PE;12034;PNSU;61263;2066021;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y LETRINAS EN LA LOCALIDAD DE SAN MIGUEL DE YANUNA, DISTRITO DE QUIVILLA - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE QUIVILLA;HUANUCO;DOS DE MAYO;QUIVILLA;223;152062;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
560;PE;12035;PNSU;55271;2077961;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL DISTRITO DE RIPAN;MUNICIPALIDAD DISTRITAL DE RIPAN;HUANUCO;DOS DE MAYO;RIPAN;2736;6404435.51;Transferencia;Indirecta;OBRA;Paralizada;;;;;;;;;
561;PE;12036;PNSU;105177;2104754;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE SHUNQUI DISTRITO DE SHUNQUI - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE SHUNQUI;HUANUCO;DOS DE MAYO;SHUNQUI;709;1530515;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
562;PE;12037;PNSU;51923;2065110;INSTALACION DEL SISTEMA DE AGUA POTABLE Y AMPLIACION DEL SISTEMA DE ALCANTARILLADO DE PUCAPAMPA E INDEPENDIENTE, DISTRITO DE YANAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE YANAS;HUANUCO;DOS DE MAYO;YANAS;1897;728457;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
563;PE;12038;PNSU;89214;2075856;AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA ALCANTARILLADO DE JACHAHUAYIN, DISTRITO DE YANAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE YANAS;HUANUCO;DOS DE MAYO;YANAS;372;882558.77;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
564;PE;12039;PNSU;68311;2068239;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE CASACANCHA, DISTRITO DE YANAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE YANAS;HUANUCO;DOS DE MAYO;YANAS;367;301313;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
565;PE;12040;PNSU;68315;2068241;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE HUANZAPAMPA, DISTRITO DE YANAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE YANAS;HUANUCO;DOS DE MAYO;YANAS;285;448866;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
566;PE;12041;PNSU;59188;2065766;INSTALACION DE SISTEMA DE AGUA Y DESAGUE Y ALCANTARILLADO DE PUCUTIN, QUIPAS, DISTRITO DE YANAS - DOS DE MAYO - HUANUCO;MUNICIPALIDAD DISTRITAL DE YANAS;HUANUCO;DOS DE MAYO;YANAS;400;706803;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
567;PE;12042;PNSU;192798;2148927;MEJORAMIENTO DE LA RED DE AGUA POTABLE Y SISTEMA DE DESAGUE EN EL C.P. DE QUICHIRRAGRA DEL DISTRITO DE HUACAYBAMBA, PROVINCIA DE HUACAYBAMBA - HUANUCO;MUNICIPALIDAD PROVINCIAL DE HUACAYBAMBA;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;480;1615888;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
568;PE;12043;PNSU;87154;2075132;INSTALACION DE AGUA POTABLE Y LETRINAS SANITARIAS DE LA LOCALIDAD DE SAN MIGUEL DE COYAS, DISTRITO DE ARANCAY - HUAMALIES - HUANUCO;MUNICIPALIDA DISTRITAL DE ARANCAY;HUANUCO;HUAMALIES;ARANCAY;480;409832;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
569;PE;12044;PNSU;68776;2068407;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE CATAS, DISTRITO DE ARANCAY - HUAMALIES - HUANUCO;MUNICIPALIDAD DISTRITAL DE ARANCAY;HUANUCO;HUAMALIES;ARANCAY;510;1251867.18;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
570;PE;12045;PNSU;72890;2069852;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE ANDAS, DISTRITO DE JACAS GRANDE - HUAMALIES - HUANUCO;MUNICIPALIDAD DISTRITAL DE JACAS GRANDE;HUANUCO;HUAMALIES;JACAS GRANDE;930;1910663;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
571;PE;12046;PNSU;51524;2058415;INSTALACION DEL SISTEMA DE AGUA POTABLE Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO DE NUEVAS FLORES, DISTRITO DE JACAS GRANDE - HUAMALIES - HUANUCO;MUNICIPALIDAD DISTRITAL DE JACAS GRANDE;HUANUCO;HUAMALIES;JACAS GRANDE;387;137957;Transferencia;Directa;OBRA;Concluido;;;;;;;;;
572;PE;12047;PNSU;97090;2081794;CONSTRUCCION SISTEMA DE ALCANTARILLADO DE CHAPACARA, DISTRITO DE JIRCAN - HUAMALIES - HUANUCO;MUNICIPALIDAD DISTRITAL DE JIRCAN;HUANUCO;HUAMALIES;JIRCAN;1180;195268;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido;;;;;;;;;
573;PE;12048;PNSU;93268;2077243;CONSTRUCCION, MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y LETRINAS DE LAS LOCALIDADES DE URPISH, JIRCAN, HUANCASH, CHEQUIAS, CAMPAMENTO Y CHOCOPAMPA, DISTRITO DE JIRCAN - HUAMALIES - HUANUCO;MUNICIPALIDAD DISTRITAL DE JIRCAN;HUANUCO;HUAMALIES;JIRCAN;4051;6469875.4;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
574;PE;12049;PNSU;95670;2104139;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO EN EL CENTRO POBLADO DE PAMPAS DE FLORES - DISTRITO DE MIRAFLORES, PROVINCIA DE HUAMALIES - HUANUCO;MUNICIPALIDAD DISTRITAL DE MIRAFLORES;HUANUCO;HUAMALIES;MIRAFLORES;360;1646654;Transferencia;Indirecta;OBRA;Concluido;;;;;;;;;
